duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
3.0,0.0,-0.024284804562502274,0.005720682846369471,-0.00034202372604146133,0,0,0,0,0.0,0.03169006184219453,-0.012192718416779533,0.0010666297128844968,0,0,0,0,0.0,0.3875903102422439,-0.0368760011768936,0.003782153966860879,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.030241935483871885,0.002061757119960486,0.0023859515174652233,-0.00034202372604146133,0,0,0,0,0.01082251082251151,-0.013763778839844948,-0.0017930787161556908,0.001066629712884497,0,0,0,0,1.0,0.26774330641733957,3.2959746043559335e-17,0.003782153966860879,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.010080645161290924,0.006732565164545631,-0.0009487798114390256,-0.0003454703694550341,0,0,0,0,-0.016233766233765934,0.008380038532170559,0.008606560984468154,-0.0014711328680872032,0,0,0,0,2.0,0.3875903102422439,0.0368760011768937,-0.018910769834304446,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.010080645161290924,-0.010381595941914429,-0.004317115913625606,0.001136594061100958,0,0,0,0,0.051406926406927234,0.01770616217370031,-0.0057369844793820745,-0.0003051802866947147,0,0,0,0,3.0,0.028049298767530827,-0.14750400470757463,0.013599660008499789,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.05040322580645196,-0.0024270250693442627,0.006764676182108733,-0.0012643501611455496,0,0,0,0,0.03787878787878807,-0.02925463727692195,-0.008712492274655549,0.002691854014866115,0,0,0,0,2.0,-0.4997875053123672,-0.014907319624701695,0.02277339516216237,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.030241935483871885,0.0014792743830628994,-0.005562737889060376,0.0012779064410583382,0,0,0,0,-0.05681818181818166,-0.0005877129661130075,0.017533084370289068,-0.0033687375550111704,0,0,0,0,1.0,0.1249468763280918,0.20713328320638139,-0.04643197529529218,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.04032258064516192,0.005815138455206545,0.006896849911258423,-0.0012043754606648747,0,0,0,0,0.01082251082251151,0.006630464166349469,-0.015312106791069842,0.002507348284460204,0,0,0,0,2.0,4.5766752253522365e-18,-0.24557847592271734,0.04643197529529218,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,0.010080645161290036,0.012481015468568077,-0.0048458108302241055,0.0006030396877978598,0,0,0,0,-0.04329004329004249,-0.013446631211771799,0.009134538982417149,-0.0007494070680308414,0,0,0,0,1.0,-0.12494687632809182,0.20713328320638139,-0.02277339516216237,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,0.020161290322580072,9.206517920606815e-05,0.0010338261258050247,-0.0006204721477658722,0,0,0,0,-0.016233766233765934,0.02218103570571238,0.0018278200691164502,-0.0010860529496164947,0,0,0,0,2.0,0.4997875053123672,-0.014907319624701688,-0.013599660008499789,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,0.010080645161290036,-0.012849276185392347,-0.005015777314912228,0.001585193331885258,0,0,0,0,0.03787878787878807,-0.0003524366860033694,-0.008761196189644374,0.0015468697576175457,0,0,0,0,3.0,-0.028049298767530813,-0.14750400470757463,0.018910769834304442,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.030241935483871885,0.004778984971792283,0.010439857670969038,-0.0016091231804505042,0,0,0,0,-0.0027056277056267675,-0.008283776474185819,0.0063207839471266965,-0.0007665105033346138,0,0,0,0,2.0,-0.38759031024224394,0.03687600117689366,-0.003782153966860889,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,0.04032258064516103,0.021648969052565675,-0.005249093338423383,-0.0016091231804505046,0,0,0,0,0.01082251082251151,0.008512517607722132,-0.0011526934603857883,-0.0007665105033346141,0,0,0,0,1.0,-0.2677433064173396,-5.204170427930421e-17,-0.003782153966860868,0,0,0,0,0,0,0,0,0,0,0,0,
