duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
3.0,0.0,0.7756430771844146,-0.31714296387673013,0.024749614215854972,0,0,0,0,0.0,0.5498320868351294,-0.08562451575092837,0.0006238181888934824,0,0,0,0,0.0,0.5373189270112343,-0.08660102110102089,0.004981169311668152,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,0.030241935483870108,-0.4985886276859096,-0.07726208763075114,0.024749614215854972,0,0,0,0,0.9036796536796539,0.016099984205605825,-0.07957827792011464,0.0006238181888934878,0,0,0,0,1.0,0.13372148887533525,-0.03832199546485258,0.004981169311668146,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-1.55241935483871,-0.22282082450529267,0.16261878861522783,-0.010453337223110868,0,0,0,0,0.14610389610389696,-0.47856412013250565,-0.07353204008930085,0.02006809613059617,0,0,0,0,1.2,0.04208083177313889,0.00995703017131561,-0.0011827065086700908,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.92741935483871,0.5006150132646842,0.061301827837384054,-0.013427196334832952,0,0,0,0,-1.4908008658008658,-0.32528970033606525,0.12097412240724678,-0.006279995168685772,0,0,0,0,1.4,0.06938375546068046,-0.001506125220409885,-0.0002503432769877701,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,0.8770161290322571,0.47626514932673986,-0.06883869048484312,-0.00518979895373161,0,0,0,0,-1.4908008658008658,0.25973992827948716,0.060106476926138595,0.00144142288886015,0,0,0,0,1.6,0.051812717812710796,-0.003932529289675959,0.0021840796166211524,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,1.522177419354838,-0.13105003453477673,-0.1191398188056264,0.007282629492622858,0,0,0,0,0.02435064935064979,0.693256394144524,0.07407719107970621,-0.03398566331505027,0,0,0,0,1.8,0.094793944717048,0.017236242379113663,-0.002555190177079171,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,0.10080645161290303,-0.6728311402198885,-0.04855433295405075,0.028970014208941956,0,0,0,0,1.8912337662337677,0.10769522488886078,-0.2553223148969351,0.020169944620594647,0,0,0,0,2.2,0.12615436046195413,-0.007529447029499895,0.002105896079277902,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-1.602822580645162,-0.07941111887138354,0.23223195860954043,-0.021227318927461956,0,0,0,0,0.25432900432900496,-0.9104859640772115,-0.05982900549732556,0.04356742621483996,0,0,0,0,2.6,0.14344575629227818,0.012881545738885919,-0.005868394140032428,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.15120967741935498,0.7564606387468973,0.02649025208183242,-0.03164743248288339,0,0,0,0,-1.8425324675324672,0.0671799857799095,0.36243989473881555,-0.06325954267120326,0,0,0,0,3.0,0.042919757226075966,-0.04399673592604375,0.00950611045601647,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,1.502016129032258,-0.0633669199871726,-0.2802464012138065,0.048273127027590006,0,0,0,0,0.02435064935064979,0.42821469133481493,-0.25069105730515423,0.03416277298549506,0,0,0,0,3.0,0.05630378623198937,0.04813941157073124,-0.020294477659198114,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-8.881784197001252e-16,-0.3625839726230924,0.18763159920745034,-0.02363802468369907,0,0,0,0,-0.05681818181818166,-0.12187548581304665,0.08042505009272086,-0.010810213912473639,0,0,0,0,3.0,-0.26813490215403346,-0.1485609103568812,0.027190912587643497,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.010080645161290924,0.10961294872838857,-0.04147540926532539,0.003830812848168596,0,0,0,0,0.02435064935064979,0.05928725191737135,-0.02435086936663913,0.0022583217599690454,0,0,0,0,1.5,-0.3766213204729967,0.11498178087720204,-0.0143343600361552,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,0.04032258064516103,-0.03842542597709735,-0.004345992429229735,0.0038308128481685964,0,0,0,0,0.03787878787878807,-0.027340621423538373,-0.002462520000785287,0.0022583217599690428,0,0,0,0,1.0,-0.08252267309683513,-0.023951247165533054,-0.014334360036155203,0,0,0,0,0,0,0,0,0,0,0,0,
