duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
3.0,0.0,-0.3491266694792888,-0.008847843767653093,-0.00028285001508313035,0,0,0,0,0.0,-0.048909157402045454,0.016421916761727124,-0.0012797902589098277,0,0,0,0,0.0,0.31822703534785085,-0.004040783418304871,0.00041690622569811627,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-1.22983870967742,-0.4151544071958396,-0.011589313144612699,-0.0002828500150831197,0,0,0,0,-0.029761904761904212,0.01712683699828123,0.004017795790754943,-0.0012797902589098285,0,0,0,0,1.0,0.3051721966117888,-1.713039432527097e-17,0.0004169062256981375,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-2.701612903225807,-0.49889625473274457,-0.014330782521572279,0.019649022543030442,0,0,0,0,0.02435064935064979,0.0030131266630953413,-0.00838632518021724,0.001504769939604949,0,0,0,0,2.0,0.3182270353478511,0.0040407834183050426,-0.0020845311284906974,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-3.800403225806452,0.023786661149860316,0.17611358981856895,-0.02211426927324222,0,0,0,0,-0.0027056277056267675,-0.004055657812690666,0.006198368080569192,-0.00072766543808032,0,0,0,0,3.0,0.2790625191396636,-0.016163133673220167,-0.006905744242779501,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-2.6310483870967745,0.46927380368169164,-0.03822471236824023,0.004239024172810626,0,0,0,0,0.02435064935064979,0.01320950458766735,-0.0008543892423631396,-0.0005999202179984822,0,0,0,0,3.5,-0.04161996904936309,-0.08309573171862145,0.014880545568564493,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-1.370967741935484,0.35502250200355845,0.0028612142297705576,0.003962449797237988,0,0,0,0,0.03787878787878807,-0.011096831781022085,-0.006669000586040735,0.0019238590916453603,0,0,0,0,3.0,-0.11258264294221128,0.06113109456131133,-0.008135550438345966,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,-0.06048387096774288,0.4975889532810314,0.04126649687992333,-0.009327318298907854,0,0,0,0,-0.0027056277056267675,0.006054136698449958,0.011977633686829695,-0.0022815672748673936,0,0,0,0,3.0,0.02766482653249348,-0.017721163533426558,0.002834693653775229,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,1.6633064516129021,0.47216200745295994,-0.04913674201718357,0.008236644918399273,0,0,0,0,0.06493506493506551,0.012003970825194249,-0.010136018361885034,0.001586136321822684,0,0,0,0,3.0,0.0019233368122373005,0.009753559572394883,-0.0032032241767549386,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,2.953629032258064,0.412582141331093,0.030695354884224736,-0.019733162324213974,0,0,0,0,0.051406926406927234,-0.0038226483232839436,0.005237302911165592,-0.0008536787632796149,0,0,0,0,3.0,-0.03535817378144268,-0.021293074756152983,0.009978203053244528,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,3.941532258064516,-0.0069951810722613935,-0.16056452610431068,0.019877786026087453,0,0,0,0,0.06493506493506551,0.0032866224679415283,-0.003036814332929135,0.0006250915128668875,0,0,0,0,3.0,0.13950935831353345,0.07541873945221704,-0.021882625505179,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,2.913306451612902,-0.4220438133554121,0.03209709230238311,-0.00417687228872005,0,0,0,0,0.06493506493506551,0.003238001370503376,0.00302176494562685,-0.0012455248820449707,0,0,0,0,3.5,-0.05839354518697672,-0.1366744000595178,0.018244448843294802,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,1.743951612903226,-0.3454401645844307,-0.00838643911136506,0.003107247748791106,0,0,0,0,0.06493506493506551,-0.016238627949955044,-0.009050245449578262,0.0015488711723122136,0,0,0,0,2.5,-0.37022089185133955,0.040156411806262685,-0.006614282274867803,0,0,0,0,0,0,0,0,0,0,0,0,
3.0,0.6451612903225801,-0.302330320933591,0.021729962146148786,0.0031072477487911147,0,0,0,0,-0.029761904761904212,-0.02621639000358358,0.0059618905282170466,0.001548871172312211,0,0,0,0,1.5,-0.3178657445505205,-0.023951247165533016,-0.006614282274867843,0,0,0,0,0,0,0,0,0,0,0,0,
